topic,title,pdf_url
汽车行业,财政部车辆购置税有关政策点评：将促进乘用车消费‚利于需求复苏,http://pdf.dfcfw.com/pdf/H3_AP201905261332150849_1.pdf
汽车行业,汽车行业事件点评：贸易战持续‚零部件出口或将放缓,http://pdf.dfcfw.com/pdf/H3_AP201905261332150850_1.pdf
通讯行业,通信行业：美国第三、四大运营商合并‚华为事件不断发酵‚各国加速5G部署进程,http://pdf.dfcfw.com/pdf/H3_AP201905261332150859_1.pdf
输配电气,电气设备行业点评：平价项目公布‚新能源发电开启平价时代,http://pdf.dfcfw.com/pdf/H3_AP201905241331898469_1.pdf
机械行业,机械行业2018年报及2019一季报总结：工程机械业绩靓丽、配置价值突出,http://pdf.dfcfw.com/pdf/H3_AP201905241331899497_1.pdf
电力行业,电力设备：趋势上行风光齐飞‚全球配套聚焦龙头,http://pdf.dfcfw.com/pdf/H3_AP201905241331904851_1.pdf
环保工程,环保公用行业18年年报及19年一季报总结：业绩降幅收窄‚持续关注融资改善,http://pdf.dfcfw.com/pdf/H3_AP201905241331916663_1.pdf
电子元件,TMT行业月度报告（2019年5月）：手机出货量降幅缩窄‚华为遭遇美国禁令挑战,http://pdf.dfcfw.com/pdf/H3_AP201905241331916664_1.pdf
电子信息,区块链行业评级报告：Reserve Protocol首次评级：分散式的稳定通证和支付系统,http://pdf.dfcfw.com/pdf/H3_AP201905241331916827_1.pdf
电子信息,"区块链周报：Moloch DAO助力ETH打造""理想国""",http://pdf.dfcfw.com/pdf/H3_AP201905241331916853_1.pdf
电子信息,"计算机：DeFi前景展望-DeFi：未来""代码世界""的主宰",http://pdf.dfcfw.com/pdf/H3_AP201905241331916852_1.pdf
纺织服装,纺织服装行业2018年报及2019年一季报总结：需求不佳拖累业绩‚期待后续季度逐步修复,http://pdf.dfcfw.com/pdf/H3_AP201905241331923010_1.pdf
电子元件,"TMT行业事件点评：停供""情况已经出现‚替代供应商机会来临",http://pdf.dfcfw.com/pdf/H3_AP201905241331928232_1.pdf
输配电气,新能源行业政策点评：平价时代开启：第一批光伏风电平价项目落地,http://pdf.dfcfw.com/pdf/H3_AP201905241331940742_1.pdf
环保工程,环保公用事业行业周报：京津冀签署水生态环境治理合作共建协议,http://pdf.dfcfw.com/pdf/H3_AP201905241331940741_1.pdf
输配电气,电力设备行业周报：两部委公布第一批风电、光伏发电平价上网项目,http://pdf.dfcfw.com/pdf/H3_AP201905241331940740_1.pdf
电子元件,电子行业深度研究报告：科创板电子行业估值专题报告,http://pdf.dfcfw.com/pdf/H3_AP201905241331941820_1.pdf
房地产,房地产周报：地产投资保持高位运行‚销售热度延续,http://pdf.dfcfw.com/pdf/H3_AP201905241331945284_1.pdf
医药制造,医药生物行业动态点评：医保基金扩容在即,http://pdf.dfcfw.com/pdf/H3_AP201905241331948226_1.pdf
煤炭采选,煤炭行业研究：紧平衡叠加边际成本定价‚焦煤价格中枢高位运行,http://pdf.dfcfw.com/pdf/H3_AP201905241331948403_1.pdf
化工行业,化工行业周观点：EC、VE、烟嘧磺隆价格持续走高‚MDI价格继续下行,http://pdf.dfcfw.com/pdf/H3_AP201905241331948402_1.pdf
输配电气,关于2019年第一批风电、光伏发电平价上网项目的点评：国内首批平价上网项目公布‚全球新能源步入平价上网时代,http://pdf.dfcfw.com/pdf/H3_AP201905241331948406_1.pdf
通讯行业,华为供应商（通信相关)专题研究：管制华为美国供应商（通信相关）也严重受损,http://pdf.dfcfw.com/pdf/H3_AP201905241331951641_1.pdf
交运设备,铁路设备行业重大事项点评：基建工程加码‚铁路持续受益,http://pdf.dfcfw.com/pdf/H3_AP201905241331952682_1.pdf
钢铁行业,中泰钢铁每日速递,http://pdf.dfcfw.com/pdf/H3_AP201905241331956753_1.pdf
钢铁行业,中泰钢铁每日速递,http://pdf.dfcfw.com/pdf/H3_AP201905241331956754_1.pdf
钢铁行业,公历第20周钢铁库存数据点评：5月需求超预期‚产量继续创新高,http://pdf.dfcfw.com/pdf/H3_AP201905241331966118_1.pdf
通讯行业,华为事件分析及通信行业观：中兴事件与华为事件对比‚科技强国迫在眉睫,http://pdf.dfcfw.com/pdf/H3_AP201905241331967887_1.pdf
机械行业,机械行业2019年中期投资策略：挑战与机遇并存‚聚焦核心公司,http://pdf.dfcfw.com/pdf/H3_AP201905241331967888_1.pdf
文化传媒,城市生活圈广告媒体深度报告：广告市场小幅调整‚再看生活圈广告行业,http://pdf.dfcfw.com/pdf/H3_AP201905241331969296_1.pdf
汽车行业,排放升级专题报告三之乘用车：国六加速大鱼吃小鱼,http://pdf.dfcfw.com/pdf/H3_AP201905241331972748_1.pdf
纺织服装,纺织服装行业5月第三周周报：4月社零增速放缓‚化妆品增速仍较快,http://pdf.dfcfw.com/pdf/H3_AP201905241331997457_1.pdf
航天航空,军工行业动态周报：我国成功发射第45颗北斗导航卫星‚加速我国高科技自主可控,http://pdf.dfcfw.com/pdf/H3_AP201905241331999614_1.pdf
化工行业,电解液行业事件点评报告：EC持续供不应求‚电解液调价在即,http://pdf.dfcfw.com/pdf/H3_AP201905221331701450_1.pdf
电子信息,科技观察：两部门发文支持集成电路设计和软件产业,http://pdf.dfcfw.com/pdf/H3_AP201905231331734385_1.pdf
石油行业,能源观察：白俄罗斯将取消石油制品出口限制,http://pdf.dfcfw.com/pdf/H3_AP201905231331736137_1.pdf
化工行业,己二酸/环己酮行业深度报告：技术进步推动供应格局巨变,http://pdf.dfcfw.com/pdf/H3_AP201905231331720419_1.pdf
航天航空,图话北斗---北斗产业梳理系列VIII,http://pdf.dfcfw.com/pdf/H3_AP201905231331738997_1.pdf
石油行业,5月国际原油市场点评：中东地缘局势升温‚当前油价水平有支撑,http://pdf.dfcfw.com/pdf/H3_AP201905231331738998_1.pdf
医药制造,眼科系列报告之一：黄斑病变用药：百亿市场待开拓,http://pdf.dfcfw.com/pdf/H3_AP201905231331738999_1.pdf
房地产,房地产专题更新：又一个房地产周期,http://pdf.dfcfw.com/pdf/H3_AP201905231331739004_1.pdf
医药制造,中国医药研发专题分析报告：转型、创新、发展：中国医药研发蓬勃兴起‚从2018年上市公司年报看国内医药研发,http://pdf.dfcfw.com/pdf/H3_AP201905231331739001_1.pdf
食品饮料,啤酒行业投资价值报告：关注企业利润弹性及中高端布局,http://pdf.dfcfw.com/pdf/H3_AP201905231331739007_1.pdf
木业家具,轻工行业周报：家具社零数据回落‚地产数据向好,http://pdf.dfcfw.com/pdf/H3_AP201905231331742576_1.pdf
旅游酒店,社服行业周报：餐饮旅游下跌中的防御板块,http://pdf.dfcfw.com/pdf/H3_AP201905231331742731_1.pdf
航天航空,军工行业2018年和2019Q1业绩总结：利润增长超预期‚行业基本面改善持续,http://pdf.dfcfw.com/pdf/H3_AP201905231331746319_1.pdf
汽车行业,新能源汽车行业周报：发改委规范充换电服务收费标准,http://pdf.dfcfw.com/pdf/H3_AP201905231331746325_1.pdf
医药制造,中国医药行业研发专题分析报告：转型、创新、发展：中国医药研发蓬勃兴起‚从2018年上市公司年报看国内医药,http://pdf.dfcfw.com/pdf/H3_AP201905231331747888_1.pdf
通讯行业,华为系列跟踪报告之三：美国华为禁令短期影响可控‚长期有望驱动中国科技产业崛起,http://pdf.dfcfw.com/pdf/H3_AP201905231331750137_1.pdf
材料行业,建材行业月报：中国巨石美国产线点火‚不断完善全球布局,http://pdf.dfcfw.com/pdf/H3_AP201905231331752404_1.pdf
银行,银行行业点评：工行建行打头阵‚理财子公司正式登场,http://pdf.dfcfw.com/pdf/H3_AP201905231331752402_1.pdf
工程建设,建筑装饰：基建对冲重要性再提升‚推荐建筑央企与设计龙头,http://pdf.dfcfw.com/pdf/H3_AP201905231331752401_1.pdf
多元金融,上市券商2019年一季报综述：业绩如期回升‚自营贡献五成收入,http://pdf.dfcfw.com/pdf/H3_AP201905231331752405_1.pdf
钢铁行业,废钢深度研究报告：长期供需趋势性扩张‚短期价格韧性依旧,http://pdf.dfcfw.com/pdf/H3_AP201905231331762616_1.pdf
电子信息,工业软件产业：中美科技战命门之工业软件深度报告之一,http://pdf.dfcfw.com/pdf/H3_AP201905231331762615_1.pdf
商业百货,化妆品产业：颜值时代的大市场,http://pdf.dfcfw.com/pdf/H3_AP201905231331762621_1.pdf
银行,银行业中期投资策略：大行还是优质中小行？,http://pdf.dfcfw.com/pdf/H3_AP201905231331762613_1.pdf
食品饮料,生鲜产业：新零售推动生鲜产业第五次变革,http://pdf.dfcfw.com/pdf/H3_AP201905231331762618_1.pdf
通讯行业,5G产业报告：迎接5G新时代,http://pdf.dfcfw.com/pdf/H3_AP201905231331762617_1.pdf
电子信息,计算机：美国SaaS产业：行业发展巡视及整体,http://pdf.dfcfw.com/pdf/H3_AP201905231331762614_1.pdf
电子信息,【安信TMT】噪音太多‚只听权威！华为事件千人电话会深度解读,http://pdf.dfcfw.com/pdf/H3_AP201905231331762612_1.pdf
房地产,房地产行业2019年5月月报：销售持续回暖‚行业景气度提升明显,http://pdf.dfcfw.com/pdf/H3_AP201905231331762654_1.pdf
钢铁行业,中泰钢铁每日速递,http://pdf.dfcfw.com/pdf/H3_AP201905231331763657_1.pdf
化工行业,基础化工：中美贸易摩擦系列报告之三-贸易摩擦进一步升级‚化工行业受影响几何,http://pdf.dfcfw.com/pdf/H3_AP201905231331766936_1.pdf
电子信息,计算机行业事件点评报：软件企业所得税优惠政策延续‚关注自主可控,http://pdf.dfcfw.com/pdf/H3_AP201905231331771701_1.pdf
食品饮料,食品饮料行业周报：高端及次高端白酒掀集体涨价潮,http://pdf.dfcfw.com/pdf/H3_AP201905231331777231_1.pdf
旅游酒店,餐饮旅游行业周报：广之旅收购新界国旅 腾邦实控人可能变更,http://pdf.dfcfw.com/pdf/H3_AP201905231331777230_1.pdf
文化传媒,【联讯传媒】中国电视剧行业头部化精品化趋势延续,http://pdf.dfcfw.com/pdf/H3_AP201905231331777229_1.pdf
农牧饲渔,农林牧渔周报：猪价蓄势待发 黄鸡先发冲天,http://pdf.dfcfw.com/pdf/H3_AP201905231331777555_1.pdf
输配电气,新能源行业周报：能源结构持续优化 配额制政策护航平价,http://pdf.dfcfw.com/pdf/H3_AP201905231331777552_1.pdf
通讯行业,通信行业周报：华为遭美封锁凸显科技自立：短期利空‚长期利好,http://pdf.dfcfw.com/pdf/H3_AP201905231331777557_1.pdf
汽车行业,汽车行业一季度总结：二季度低迷恐延续‚寄望下半年回暖,http://pdf.dfcfw.com/pdf/H3_AP201905231331777592_1.pdf
通讯行业,2019年全球互联网通信云行业研究报告,http://pdf.dfcfw.com/pdf/H3_AP201905231331777591_1.pdf
汽车行业,汽车及零部件行业：上海车展的新能源汽车引领中国汽车的未来,http://pdf.dfcfw.com/pdf/H3_AP201905231331777897_1.pdf
化工行业,中美贸易摩擦系列报告之三：贸易摩擦进一步升级‚化工行业受影响几何,http://pdf.dfcfw.com/pdf/H3_AP201905231331780412_1.pdf
食品饮料,啤酒行业专题报告：产品结构升级 优质龙头受益,http://pdf.dfcfw.com/pdf/H3_AP201905231331780564_1.pdf
纺织服装,纺织服装及日化2018年年报暨2019年一季报总结：板块增速逐季放缓‚龙头优势逐步凸显,http://pdf.dfcfw.com/pdf/H3_AP201905231331780788_1.pdf
医药制造,生物医药产业报告：行业景气度高细分精彩纷呈,http://pdf.dfcfw.com/pdf/H3_AP201905231331782876_1.pdf
输配电气,电气设备行业周报：配额制落地‚利好风光长期消纳,http://pdf.dfcfw.com/pdf/H3_AP201905231331783542_1.pdf
机械行业,机械行业周报：制造业投资依然承压‚关注事件催化下的半导体设备行业,http://pdf.dfcfw.com/pdf/H3_AP201905231331783877_1.pdf
工艺商品,电力设备与新能源行业研究：光伏平价项目规模超预期‚竞价在即国内需求释放可期,http://pdf.dfcfw.com/pdf/H3_AP201905231331788088_1.pdf
通讯行业,TMT周报：广联达造价业务云转型加速‚施工业务增长可期,http://pdf.dfcfw.com/pdf/H3_AP201905231331789695_1.pdf
软件服务,TMT行业事件点评：减免优惠政策加速核心技术产业发展,http://pdf.dfcfw.com/pdf/H3_AP201905231331789677_1.pdf
环保工程,土壤修复深度报告：市场需求加速释放‚龙头企业优势明显,http://pdf.dfcfw.com/pdf/H3_AP201905231331791075_1.pdf
商业百货,商贸零售行业年报&一季报综述：CPI上行利好超市业绩‚可选企稳龙头强者恒强,http://pdf.dfcfw.com/pdf/H3_AP201905231331791103_1.pdf
纺织服装,2019年4月化妆品电商数据跟踪报告：行业快速增长‚国产新锐品牌持续涌现,http://pdf.dfcfw.com/pdf/H3_AP201905231331791972_1.pdf
通讯行业,TMT快评：华为事件超预期‚发展自主可控迫切,http://pdf.dfcfw.com/pdf/H3_AP201905231331792219_1.pdf
输配电气,新能源行业点评：首批项目落地‚平价时代启幕,http://pdf.dfcfw.com/pdf/H3_AP201905231331795564_1.pdf
输配电气,电力设备与新能源行业事件点评：第一批平价上网名单出炉‚电力市场化交易保障新能源发展,http://pdf.dfcfw.com/pdf/H3_AP201905231331798609_1.pdf
电力行业,2019年4月份电力数据及行业政策解读：4月用电增速保持平稳 火电受益降税红利,http://pdf.dfcfw.com/pdf/H3_AP201905231331798607_1.pdf
环保工程,环保及公用事业行业月报：细分领域中标数据向好‚固废产业链有望持续受益,http://pdf.dfcfw.com/pdf/H3_AP201905231331810008_1.pdf
石油行业,石油开采行业周报：每周油记：维持减产？沙特仍有近60万桶增产空间！,http://pdf.dfcfw.com/pdf/H3_AP201905231331814922_1.pdf
电子信息,信息技术深度报告：华为供应商（通信相关)专题研究-管制华为美国供应商（通信相关）也严重受损,http://pdf.dfcfw.com/pdf/H3_AP201905231331817536_1.pdf
电子信息,TMT行业事件点评：减免优惠政策加速核心技术产业发展,http://pdf.dfcfw.com/pdf/H3_AP201905231331832925_1.pdf
汽车行业,汽车行业周报第18期：4月零售跌幅收窄‚预计Q3零售转正‚继续推荐乘用车+双击零部件,http://pdf.dfcfw.com/pdf/H3_AP201905231331832928_1.pdf
文化传媒,印度电影专题研究报告：崛起的印度电影,http://pdf.dfcfw.com/pdf/H3_AP201905231331835063_1.pdf
食品饮料,中国咖啡行业深度报告：工薪阶层需求推动杯量长期增长‚现磨市场引入竞争活力,http://pdf.dfcfw.com/pdf/H3_AP201905231331835064_1.pdf
航天航空,航空专题报告：航空板块有望迎来业绩估值双升,http://pdf.dfcfw.com/pdf/H3_AP201905231331835065_1.pdf
文化传媒,教育行业深度报告：五问看改革黄金期的职业教育,http://pdf.dfcfw.com/pdf/H3_AP201905231331835066_1.pdf
纺织服装,服装家纺行业点评：行业经营仍有一定压力‚关注精选个股,http://pdf.dfcfw.com/pdf/H3_AP201905231331836931_1.pdf
通讯行业,通信行业点评报告：美国FCC批准T-Mobile与Sprint合并‚推动北美5G部署进程‚全球运营商竞相加速5G建设,http://pdf.dfcfw.com/pdf/H3_AP201905211331487570_1.pdf
农牧饲渔,农林牧渔行业：养殖板块配置价值凸显,http://pdf.dfcfw.com/pdf/H3_AP201905221331493636_1.pdf
化工行业,化工行业周观点：VE、丁二烯领涨‚化工产品周期转弱,http://pdf.dfcfw.com/pdf/H3_AP201905221331538940_1.pdf
汽车行业,汽车行业周观点：销量低迷‚关注智能驾驶前瞻布局机会,http://pdf.dfcfw.com/pdf/H3_AP201905221331538941_1.pdf
电子信息,计算机行业2018年报综述报告：商誉减值拖累盈利‚龙头企业表现依然强劲,http://pdf.dfcfw.com/pdf/H3_AP201905221331539731_1.pdf
有色金属,有色金属行业周观点：稀土成贸易摩擦赢家‚铝板块走出低谷,http://pdf.dfcfw.com/pdf/H3_AP201905221331539733_1.pdf
机械行业,机械设备行业周观点：挖掘机销量平稳增长‚龙头企业市占率上升,http://pdf.dfcfw.com/pdf/H3_AP201905221331539727_1.pdf
医药制造,医药生物行业周观点：逢低布局高景气度细分领域优质个股,http://pdf.dfcfw.com/pdf/H3_AP201905221331539728_1.pdf
输配电气,电新行业周报：风光利好频出‚下半年迎旺季,http://pdf.dfcfw.com/pdf/H3_AP201905221331541187_1.pdf
文化传媒,2019年4月视频专题分析：《创造营 2019》开播‚各视频平台数据相对平稳,http://pdf.dfcfw.com/pdf/H3_AP201905221331550642_1.pdf
农牧饲渔,全球猪业发展大会纪要：非瘟疫苗研发难一蹴而就‚生猪产业呈现三大趋势,http://pdf.dfcfw.com/pdf/H3_AP201905221331550643_1.pdf
机械行业,中微半导体跟踪：备品备件收入主要来自集成电路‚ICP刻蚀设备市场正在超过CCP刻蚀设备市场,http://pdf.dfcfw.com/pdf/H3_AP201905221331550644_1.pdf
通讯行业,通信行业点评：共识大会、杭州论坛双星闪耀‚中美引领世界区块链潮流,http://pdf.dfcfw.com/pdf/H3_AP201905221331553899_1.pdf
环保工程,"环保行业周报：生态环境部印发《""无废城市""建设试点实施方案编制指南》",http://pdf.dfcfw.com/pdf/H3_AP201905221331553906_1.pdf
汽车行业,汽车行业4月销量点评：销量继续筑底‚国六切换加速行业洗牌,http://pdf.dfcfw.com/pdf/H3_AP201905221331556219_1.pdf
房地产,房地产2019年第20周：重点一二线销售保持强势,http://pdf.dfcfw.com/pdf/H3_AP201905221331556609_1.pdf
通讯行业,通信行业：行业波澜迭起‚5G上行趋势不改,http://pdf.dfcfw.com/pdf/H3_AP201905221331556610_1.pdf
公用事业,公用事业行业研究简报：长江渤海治理进入快车道‚关注水环境市场释放,http://pdf.dfcfw.com/pdf/H3_AP201905221331556612_1.pdf
医药制造,医药健康周报：新和成：维生素价格抬升‚新材料助力成长,http://pdf.dfcfw.com/pdf/H3_AP201905221331557076_1.pdf
医疗行业,"健康行业专题报告：养老地产：迎战""未富先老""",http://pdf.dfcfw.com/pdf/H3_AP201905221331558756_1.pdf
钢铁行业,钢铁行业估值系列专题：供改后的钢铁板块估值,http://pdf.dfcfw.com/pdf/H3_AP201905221331558839_1.pdf
通讯行业,通信行业周报：行业有望技术升级‚关注国产替代品种,http://pdf.dfcfw.com/pdf/H3_AP201905221331558836_1.pdf
食品饮料,东兴食品饮料白酒价格数据4月版：Q1白酒高增速延续 Q2次高端品牌相继提价节奏明显,http://pdf.dfcfw.com/pdf/H3_AP201905221331558834_1.pdf
化工行业,石油化工/基础化工行业周报（第二十周）,http://pdf.dfcfw.com/pdf/H3_AP201905221331563624_1.pdf
文化传媒,教育K12课外培训行业：扬帆起航正当时,http://pdf.dfcfw.com/pdf/H3_AP201905221331571176_1.pdf
医药制造,医药行业报告：首批带量采购超预期‚第二批可能在年中开启,http://pdf.dfcfw.com/pdf/H3_AP201905221331571175_1.pdf
石油行业,石油开采行业2019年第十九期专题报告：预计美国原油库存超预期增加：我们预计增加134万桶！,http://pdf.dfcfw.com/pdf/H3_AP201905221331573782_1.pdf
交运物流,香港路演总结：海外投资者关注点-竞争力强的细分行业龙头更受外资青睐,http://pdf.dfcfw.com/pdf/H3_AP201905221331573780_1.pdf
化工行业,基础化工行业周报：丙烯腈、天胶供应偏紧持续走高‚VE价格底部提升,http://pdf.dfcfw.com/pdf/H3_AP201905221331574436_1.pdf
输配电气,"新能源行业周报：""可再生能源电力消纳保障机制""发布",http://pdf.dfcfw.com/pdf/H3_AP201905221331575341_1.pdf
环保工程,环保及公用事业周报：第二轮环保督查正式开启‚无废城市试点助推固废板块,http://pdf.dfcfw.com/pdf/H3_AP201905221331576229_1.pdf
电子信息,计算机行业深度分析：国产软件大阅,http://pdf.dfcfw.com/pdf/H3_AP201905221331583670_1.pdf
电子元件,电子元器件行业事件点评：华为被制裁事件对电子、通信及计算机行业影响点评,http://pdf.dfcfw.com/pdf/H3_AP201905221331588995_1.pdf
机械行业,机械行业周报：长沙国际工程机械展闭幕,http://pdf.dfcfw.com/pdf/H3_AP201905221331588992_1.pdf
机械行业,高端装备制造业科创板受理企业概览（二）：高端装备制造业科创板专题系列报告（二）,http://pdf.dfcfw.com/pdf/H3_AP201905221331588994_1.pdf
房地产,房地产行业周报：投资增速持续走高‚销售回暖,http://pdf.dfcfw.com/pdf/H3_AP201905221331594333_1.pdf
环保工程,环保公用行业周报：4月天然气生产略有放缓‚对美LNG进口关税提高至25%,http://pdf.dfcfw.com/pdf/H3_AP201905221331594330_1.pdf
多元金融,非银行金融行业重大事件快评：保险行业业绩回顾与展望：疾风知劲草,http://pdf.dfcfw.com/pdf/H3_AP201905221331594336_1.pdf
文化传媒,传媒行业点评：腾讯控股：《和平精英》的游戏流水贡献有多大？,http://pdf.dfcfw.com/pdf/H3_AP201905221331594332_1.pdf
材料行业,建材行业周报（第二十周）,http://pdf.dfcfw.com/pdf/H3_AP201905221331594711_1.pdf
公用事业,公用事业行业周报（第二十周）,http://pdf.dfcfw.com/pdf/H3_AP201905221331594712_1.pdf
机械行业,机械设备行业周报（第二十周）,http://pdf.dfcfw.com/pdf/H3_AP201905221331594932_1.pdf
交运物流,交通运输行业周报（第二十周）,http://pdf.dfcfw.com/pdf/H3_AP201905221331594934_1.pdf
券商信托,非银行金融行业周报（第二十周）,http://pdf.dfcfw.com/pdf/H3_AP201905221331594956_1.pdf
医药制造,医药组行业周报：关注MSCI新纳入的医药股,http://pdf.dfcfw.com/pdf/H3_AP201905221331594957_1.pdf
家电行业,家用电器行业月报：4月产业在线空调数据点评-内销增长有所加速‚美的持续亮眼,http://pdf.dfcfw.com/pdf/H3_AP201905221331594933_1.pdf
有色金属,有色金属行业周报（第二十周）,http://pdf.dfcfw.com/pdf/H3_AP201905221331594949_1.pdf
文化传媒,TMT一周谈之传媒：震荡市场下‚关注教育出版相对收益,http://pdf.dfcfw.com/pdf/H3_AP201905221331595493_1.pdf
公用事业,公用事业中期策略：改革不止步‚发展加速度,http://pdf.dfcfw.com/pdf/H3_AP201905221331596449_1.pdf
商业百货,商业贸易行业动态报告：贸易摩擦进一步坚定国家促进内需的决心,http://pdf.dfcfw.com/pdf/H3_AP201905221331604461_1.pdf
有色金属,有色金属周报：基本金属涨跌参半‚推荐关注铝,http://pdf.dfcfw.com/pdf/H3_AP201905221331606246_1.pdf
输配电气,新能源发电行业动态点评：平价项目正式公布‚国内需求大幕开启,http://pdf.dfcfw.com/pdf/H3_AP201905221331611349_1.pdf
医药制造,医药生物行业专题研究：工业大麻方兴未艾‚医疗用途大有可为,http://pdf.dfcfw.com/pdf/H3_AP201905221331611350_1.pdf
电子元件,2018Q4/2019Q1电子行业财报分析：2018Q4行业业绩跌至低点‚2019Q1部分板块温和复苏,http://pdf.dfcfw.com/pdf/H3_AP201905221331611348_1.pdf
钢铁行业,中泰钢铁每日速递,http://pdf.dfcfw.com/pdf/H3_AP201905221331611352_1.pdf
钢铁行业,【中泰钢铁】华南地区调研纪要,http://pdf.dfcfw.com/pdf/H3_AP201905221331611351_1.pdf
公用事业,燃气水务行业周报：4月中国天然气进口快速增长,http://pdf.dfcfw.com/pdf/H3_AP201905221331638195_1.pdf
有色金属,有色金属行业2018年报&2019年一季报业绩回顾：宏观影响下行业景气度下滑‚业绩触底反弹在即,http://pdf.dfcfw.com/pdf/H3_AP201905221331638200_1.pdf
化工行业,石化行业18年报及19Q1总结：行业整体盈利实现平稳增长,http://pdf.dfcfw.com/pdf/H3_AP201905221331666224_1.pdf
家电行业,家电行业年报及一季报综述：行业增速放缓‚继续看好头部企业表现,http://pdf.dfcfw.com/pdf/H3_AP201905221331666225_1.pdf
机械行业,机械行业：2019年4月份挖掘机销量数据点评-4月销量增速放缓‚国产品牌市场份额提升,http://pdf.dfcfw.com/pdf/H3_AP201905221331669978_1.pdf
汽车行业,汽车行业动态：财政部双文齐发‚新能源车辆-设施-运营均添节能减排资金臂助,http://pdf.dfcfw.com/pdf/H3_AP201905221331669979_1.pdf
医药制造,医药行业周报：业绩持续分化‚甄选优质赛道和优质个股,http://pdf.dfcfw.com/pdf/H3_AP201905221331669981_1.pdf
有色金属,有色金属行业动态：有色金属基本面平稳‚钴价受成本支撑触底反弹,http://pdf.dfcfw.com/pdf/H3_AP201905221331669980_1.pdf
食品饮料,食品饮料行业动态：白酒业绩整体健康向好‚继续看好,http://pdf.dfcfw.com/pdf/H3_AP201905221331676375_1.pdf
输配电气,电力设备行业点评：第一批平价项目发布‚新能源平价时代大幕拉开,http://pdf.dfcfw.com/pdf/H3_AP201905221331676960_1.pdf
医药制造,医药周报2019第18期：中美贸易战升级‚布局龙头优质企业,http://pdf.dfcfw.com/pdf/H3_AP201905221331676959_1.pdf
医药制造,医药行业周报：医改持续深化‚价格联动层出不穷,http://pdf.dfcfw.com/pdf/H3_AP201905221331676961_1.pdf
文化传媒,文化传媒行业周报：建议关注基本面良好个股,http://pdf.dfcfw.com/pdf/H3_AP201905221331676962_1.pdf
输配电气,新能源点评17：《关于公布2019年第一批风电、光伏发电平价上网项目的通知》-规模符合预期‚平价时代开启,http://pdf.dfcfw.com/pdf/H3_AP201905221331676963_1.pdf
输配电气,电气设备行业周报：新能源汽车销量低于预期‚可再生能源配额制落地,http://pdf.dfcfw.com/pdf/H3_AP201905201331235127_1.pdf
输配电气,能源观察：山西：2020年出省煤炭焦炭全部采用铁路运输,http://pdf.dfcfw.com/pdf/H3_AP201905201331235130_1.pdf
钢铁行业,钢铁行业周报：成材供需两旺‚关注库存变动,http://pdf.dfcfw.com/pdf/H3_AP201905201331235131_1.pdf
电子信息,科技观察：谷歌停止与华为部分合作,http://pdf.dfcfw.com/pdf/H3_AP201905201331235132_1.pdf
银行,银行：银行信贷结构有何变化？,http://pdf.dfcfw.com/pdf/H3_AP201905211331283441_1.pdf
文化传媒,教育行业研究：教育财政经费大起底-每年4万亿到底用到何处去？,http://pdf.dfcfw.com/pdf/H3_AP201905211331283442_1.pdf
农牧饲渔,农林牧渔行业研究周报：4月产能去化持续‚猪价上涨成必然,http://pdf.dfcfw.com/pdf/H3_AP201905211331283444_1.pdf
通讯行业,新通信行业周报：我国启动首条5G无人驾驶公交线路测试‚中国电信将启用光模块直接采购,http://pdf.dfcfw.com/pdf/H3_AP201905211331283443_1.pdf
输配电气,电力设备与新能源行业周报：可再生能源消纳政策出台‚光伏组件出口激增,http://pdf.dfcfw.com/pdf/H3_AP201905211331283445_1.pdf
公用事业,公用事业及环保行业周报：生态环境部开展新一轮的生态环境督查,http://pdf.dfcfw.com/pdf/H3_AP201905211331283446_1.pdf
家电行业,2019年4月家电零售和企业出货端数据解读：4月空调内销增速8%‚关注5月关键窗口期,http://pdf.dfcfw.com/pdf/H3_AP201905211331283450_1.pdf
医药制造,创新药学术前沿信息专题报告（1）：ASCO 2019摘要速递（国内部分）-多家国内企业公布重磅新药关键临床数据,http://pdf.dfcfw.com/pdf/H3_AP201905201331185619_1.pdf
医药制造,生物医药行业周报：医药属内需拉动型行业‚不受贸易战风暴波及,http://pdf.dfcfw.com/pdf/H3_AP201905211331286240_1.pdf
医药制造,科创板系列报告-创新医药估值探讨：全球视角下‚探讨科创板创新医药估值重构,http://pdf.dfcfw.com/pdf/H3_AP201905211331286239_1.pdf
有色金属,金属、非金属与采矿四问四答：考察稀土产业链意义在哪儿？,http://pdf.dfcfw.com/pdf/H3_AP201905211331286241_1.pdf
汽车行业,汽车和汽车零部件行业周报：工信部发布新能源和智能网联汽车标准化工作要点,http://pdf.dfcfw.com/pdf/H3_AP201905211331286242_1.pdf
电子元件,"TMT行业双周报2019年第10期（总第69期）：华为被美国商务部列入""实体清单""‚中国移动香港拨通首个5G电话",http://pdf.dfcfw.com/pdf/H3_AP201905211331286237_1.pdf
银行,银行行业周报：一季度贷款加权利率保持基本稳定,http://pdf.dfcfw.com/pdf/H3_AP201905211331292152_1.pdf
电子信息,计算机行业周观点报告：关注细分行业龙头及事件催化,http://pdf.dfcfw.com/pdf/H3_AP201905211331292154_1.pdf
通讯行业,"通信行业周观点：华为多措施应对""清单"" ‚中国5G应用不断落地",http://pdf.dfcfw.com/pdf/H3_AP201905211331292153_1.pdf
